Comunidades y Ciudades Autónomas;Sexo;Nivel de formación alcanzado;Periodo;Total
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T3;67,2
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T2;70,3
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T1;72,6
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T4;73,6
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T3;74,2
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T2;71,1
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T1;68,5
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T4;73,3
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T3;68,2
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T2;68,2
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T1;64,3
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T4;65,8
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T3;65,5
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T2;65,5
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T1;63,5
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T4;59,8
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T3;58,7
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T2;57,4
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T1;61,6
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;56,3
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;58,4
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;61,8
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;61,5
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;54,4
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;56,3
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;56,1
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;54,5
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;54,7
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;53,6
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;51,2
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;51,2
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;51,9
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;52,0
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;54,3
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;53,5
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;53,5
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;53,7
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;50,6
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;51,1
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;53,6
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;54,1
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;54,9
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;55,7
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;53,7
15 Navarra, Comunidad Foral de;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;51,7
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2023T2;210,2
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2023T1;206,9
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2022T4;206,9
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2022T3;208,1
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2022T2;206,6
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2022T1;202,9
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2021T4;203,2
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2021T3;204,7
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2021T2;205,8
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2021T1;209,8
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2020T4;211,2
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2020T3;210,9
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2020T2;200,8
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2020T1;198,0
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2019T4;195,0
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2019T3;200,0
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2019T2;194,6
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2019T1;192,4
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2018T4;194,5
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2018T3;189,1
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2018T2;181,6
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2018T1;176,8
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2017T4;176,5
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2017T3;182,5
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2017T2;188,3
15 Navarra, Comunidad Foral de;Ambos sexos;Educación superior;2017T1;184,7
16 País Vasco;Ambos sexos;Analfabetos;2023T2;12,6
16 País Vasco;Ambos sexos;Analfabetos;2023T1;14,6
16 País Vasco;Ambos sexos;Analfabetos;2022T4;8,4
16 País Vasco;Ambos sexos;Analfabetos;2022T3;5,0
16 País Vasco;Ambos sexos;Analfabetos;2022T2;5,3
16 País Vasco;Ambos sexos;Analfabetos;2022T1;5,0
16 País Vasco;Ambos sexos;Analfabetos;2021T4;7,6
16 País Vasco;Ambos sexos;Analfabetos;2021T3;10,4
16 País Vasco;Ambos sexos;Analfabetos;2021T2;8,5
16 País Vasco;Ambos sexos;Analfabetos;2021T1;9,3
16 País Vasco;Ambos sexos;Analfabetos;2020T4;11,4
16 País Vasco;Ambos sexos;Analfabetos;2020T3;9,1
16 País Vasco;Ambos sexos;Analfabetos;2020T2;9,5
16 País Vasco;Ambos sexos;Analfabetos;2020T1;10,2
16 País Vasco;Ambos sexos;Analfabetos;2019T4;9,6
16 País Vasco;Ambos sexos;Analfabetos;2019T3;9,8
16 País Vasco;Ambos sexos;Analfabetos;2019T2;7,4
16 País Vasco;Ambos sexos;Analfabetos;2019T1;7,8
16 País Vasco;Ambos sexos;Analfabetos;2018T4;8,8
16 País Vasco;Ambos sexos;Analfabetos;2018T3;9,0
16 País Vasco;Ambos sexos;Analfabetos;2018T2;11,3
16 País Vasco;Ambos sexos;Analfabetos;2018T1;10,9
16 País Vasco;Ambos sexos;Analfabetos;2017T4;11,4
16 País Vasco;Ambos sexos;Analfabetos;2017T3;10,5
16 País Vasco;Ambos sexos;Analfabetos;2017T2;12,6
16 País Vasco;Ambos sexos;Analfabetos;2017T1;11,0
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2023T2;34,4
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2023T1;35,6
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2022T4;38,8
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2022T3;35,4
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2022T2;40,4
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2022T1;41,6
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2021T4;45,0
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2021T3;44,0
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2021T2;38,8
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2021T1;38,2
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2020T4;36,1
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2020T3;35,3
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2020T2;38,6
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2020T1;32,0
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2019T4;34,1
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2019T3;33,9
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2019T2;36,5
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2019T1;35,8
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2018T4;33,3
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2018T3;32,1
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2018T2;33,5
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2018T1;31,2
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2017T4;38,5
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2017T3;44,1
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2017T2;38,3
16 País Vasco;Ambos sexos;Estudios primarios incompletos;2017T1;38,6
16 País Vasco;Ambos sexos;Educación primaria;2023T2;173,2
16 País Vasco;Ambos sexos;Educación primaria;2023T1;186,9
16 País Vasco;Ambos sexos;Educación primaria;2022T4;186,0
16 País Vasco;Ambos sexos;Educación primaria;2022T3;192,7
16 País Vasco;Ambos sexos;Educación primaria;2022T2;194,5
16 País Vasco;Ambos sexos;Educación primaria;2022T1;194,5
16 País Vasco;Ambos sexos;Educación primaria;2021T4;198,9
16 País Vasco;Ambos sexos;Educación primaria;2021T3;187,2
16 País Vasco;Ambos sexos;Educación primaria;2021T2;193,9
16 País Vasco;Ambos sexos;Educación primaria;2021T1;189,0
16 País Vasco;Ambos sexos;Educación primaria;2020T4;196,5
16 País Vasco;Ambos sexos;Educación primaria;2020T3;200,5
16 País Vasco;Ambos sexos;Educación primaria;2020T2;219,5
16 País Vasco;Ambos sexos;Educación primaria;2020T1;240,5
16 País Vasco;Ambos sexos;Educación primaria;2019T4;240,0
16 País Vasco;Ambos sexos;Educación primaria;2019T3;251,8
16 País Vasco;Ambos sexos;Educación primaria;2019T2;249,0
16 País Vasco;Ambos sexos;Educación primaria;2019T1;264,4
16 País Vasco;Ambos sexos;Educación primaria;2018T4;272,6
16 País Vasco;Ambos sexos;Educación primaria;2018T3;274,2
16 País Vasco;Ambos sexos;Educación primaria;2018T2;267,9
16 País Vasco;Ambos sexos;Educación primaria;2018T1;274,7
16 País Vasco;Ambos sexos;Educación primaria;2017T4;274,8
16 País Vasco;Ambos sexos;Educación primaria;2017T3;263,4
16 País Vasco;Ambos sexos;Educación primaria;2017T2;268,4
16 País Vasco;Ambos sexos;Educación primaria;2017T1;278,7
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2023T2;396,5
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2023T1;382,0
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2022T4;366,7
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2022T3;384,3
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2022T2;386,6
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2022T1;402,8
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2021T4;394,2
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2021T3;401,7
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2021T2;403,9
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2021T1;400,2
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2020T4;419,8
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2020T3;417,3
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2020T2;429,3
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2020T1;420,9
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2019T4;431,9
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2019T3;431,4
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2019T2;440,3
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2019T1;413,6
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2018T4;402,2
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2018T3;415,1
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2018T2;437,6
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2018T1;428,0
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2017T4;412,7
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2017T3;423,1
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2017T2;446,2
16 País Vasco;Ambos sexos;Primera etapa de educación secundaria y similar;2017T1;437,7
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T2;219,0
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2023T1;230,1
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T4;228,9
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T3;231,1
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T2;228,7
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2022T1;214,7
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T4;218,2
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T3;211,9
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T2;224,9
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2021T1;217,0
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T4;223,5
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T3;227,6
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T2;224,8
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2020T1;216,8
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T4;221,1
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T3;218,9
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T2;215,2
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2019T1;217,5
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T4;222,0
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T3;218,9
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T2;215,0
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2018T1;209,2
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T4;205,4
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T3;208,2
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T2;206,2
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria, con orientación general;2017T1;209,0
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;191,7
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;183,2
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;172,3
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;171,3
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;175,9
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;184,0
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;175,6
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;176,0
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;180,0
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;189,1
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;195,7
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;176,6
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;166,1
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;176,5
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;167,9
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;173,2
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;174,8
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;180,5
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;176,5
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;173,6
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;172,5
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;172,7
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;173,1
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;162,8
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;167,7
16 País Vasco;Ambos sexos;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;168,9
16 País Vasco;Ambos sexos;Educación superior;2023T2;821,2
16 País Vasco;Ambos sexos;Educación superior;2023T1;815,1
16 País Vasco;Ambos sexos;Educación superior;2022T4;839,2
16 País Vasco;Ambos sexos;Educación superior;2022T3;819,5
16 País Vasco;Ambos sexos;Educación superior;2022T2;804,4
16 País Vasco;Ambos sexos;Educación superior;2022T1;796,9
16 País Vasco;Ambos sexos;Educación superior;2021T4;799,3
16 País Vasco;Ambos sexos;Educación superior;2021T3;804,2
16 País Vasco;Ambos sexos;Educación superior;2021T2;783,7
16 País Vasco;Ambos sexos;Educación superior;2021T1;794,7
16 País Vasco;Ambos sexos;Educación superior;2020T4;758,3
16 País Vasco;Ambos sexos;Educación superior;2020T3;776,3
16 País Vasco;Ambos sexos;Educación superior;2020T2;755,7
16 País Vasco;Ambos sexos;Educación superior;2020T1;745,9
16 País Vasco;Ambos sexos;Educación superior;2019T4;735,2
16 País Vasco;Ambos sexos;Educación superior;2019T3;716,3
16 País Vasco;Ambos sexos;Educación superior;2019T2;708,7
16 País Vasco;Ambos sexos;Educación superior;2019T1;709,7
16 País Vasco;Ambos sexos;Educación superior;2018T4;711,4
16 País Vasco;Ambos sexos;Educación superior;2018T3;700,3
16 País Vasco;Ambos sexos;Educación superior;2018T2;683,5
16 País Vasco;Ambos sexos;Educación superior;2018T1;693,9
16 País Vasco;Ambos sexos;Educación superior;2017T4;702,7
16 País Vasco;Ambos sexos;Educación superior;2017T3;704,7
16 País Vasco;Ambos sexos;Educación superior;2017T2;676,5
16 País Vasco;Ambos sexos;Educación superior;2017T1;671,8
17 Rioja, La;Ambos sexos;Analfabetos;2023T2;1,8
17 Rioja, La;Ambos sexos;Analfabetos;2023T1;2,9
17 Rioja, La;Ambos sexos;Analfabetos;2022T4;2,8
17 Rioja, La;Ambos sexos;Analfabetos;2022T3;3,2
17 Rioja, La;Ambos sexos;Analfabetos;2022T2;3,5
17 Rioja, La;Ambos sexos;Analfabetos;2022T1;3,3
17 Rioja, La;Ambos sexos;Analfabetos;2021T4;2,6
17 Rioja, La;Ambos sexos;Analfabetos;2021T3;2,8
17 Rioja, La;Ambos sexos;Analfabetos;2021T2;2,7
17 Rioja, La;Ambos sexos;Analfabetos;2021T1;2,2
17 Rioja, La;Ambos sexos;Analfabetos;2020T4;1,6
17 Rioja, La;Ambos sexos;Analfabetos;2020T3;1,4
17 Rioja, La;Ambos sexos;Analfabetos;2020T2;1,0
17 Rioja, La;Ambos sexos;Analfabetos;2020T1;1,4
17 Rioja, La;Ambos sexos;Analfabetos;2019T4;1,7
17 Rioja, La;Ambos sexos;Analfabetos;2019T3;1,3
17 Rioja, La;Ambos sexos;Analfabetos;2019T2;1,2
17 Rioja, La;Ambos sexos;Analfabetos;2019T1;1,3
17 Rioja, La;Ambos sexos;Analfabetos;2018T4;1,1
17 Rioja, La;Ambos sexos;Analfabetos;2018T3;1,5
17 Rioja, La;Ambos sexos;Analfabetos;2018T2;2,7
17 Rioja, La;Ambos sexos;Analfabetos;2018T1;2,4
17 Rioja, La;Ambos sexos;Analfabetos;2017T4;2,3
17 Rioja, La;Ambos sexos;Analfabetos;2017T3;2,7
17 Rioja, La;Ambos sexos;Analfabetos;2017T2;2,6
17 Rioja, La;Ambos sexos;Analfabetos;2017T1;2,2
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2023T2;3,8
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2023T1;3,9
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2022T4;3,3
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2022T3;2,5
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2022T2;3,6
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2022T1;4,2
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2021T4;5,1
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2021T3;4,5
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2021T2;4,0
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2021T1;5,0
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2020T4;5,7
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2020T3;7,0
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2020T2;5,5
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2020T1;4,8
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2019T4;5,3
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2019T3;4,6
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2019T2;6,5
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2019T1;5,0
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2018T4;6,3
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2018T3;6,3
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2018T2;6,1
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2018T1;5,9
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2017T4;5,1
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2017T3;4,6
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2017T2;4,9
17 Rioja, La;Ambos sexos;Estudios primarios incompletos;2017T1;6,3
17 Rioja, La;Ambos sexos;Educación primaria;2023T2;14,9
17 Rioja, La;Ambos sexos;Educación primaria;2023T1;15,3
17 Rioja, La;Ambos sexos;Educación primaria;2022T4;13,1
17 Rioja, La;Ambos sexos;Educación primaria;2022T3;15,1
17 Rioja, La;Ambos sexos;Educación primaria;2022T2;15,1
17 Rioja, La;Ambos sexos;Educación primaria;2022T1;16,4
17 Rioja, La;Ambos sexos;Educación primaria;2021T4;19,0
17 Rioja, La;Ambos sexos;Educación primaria;2021T3;21,0
17 Rioja, La;Ambos sexos;Educación primaria;2021T2;21,8
17 Rioja, La;Ambos sexos;Educación primaria;2021T1;22,0
17 Rioja, La;Ambos sexos;Educación primaria;2020T4;24,4
17 Rioja, La;Ambos sexos;Educación primaria;2020T3;23,0
17 Rioja, La;Ambos sexos;Educación primaria;2020T2;24,4
17 Rioja, La;Ambos sexos;Educación primaria;2020T1;25,8
17 Rioja, La;Ambos sexos;Educación primaria;2019T4;24,8
17 Rioja, La;Ambos sexos;Educación primaria;2019T3;29,1
17 Rioja, La;Ambos sexos;Educación primaria;2019T2;30,4
17 Rioja, La;Ambos sexos;Educación primaria;2019T1;26,5
17 Rioja, La;Ambos sexos;Educación primaria;2018T4;29,1
17 Rioja, La;Ambos sexos;Educación primaria;2018T3;28,0
17 Rioja, La;Ambos sexos;Educación primaria;2018T2;29,7
17 Rioja, La;Ambos sexos;Educación primaria;2018T1;31,7
17 Rioja, La;Ambos sexos;Educación primaria;2017T4;32,1
17 Rioja, La;Ambos sexos;Educación primaria;2017T3;34,8
17 Rioja, La;Ambos sexos;Educación primaria;2017T2;39,5
